orcid, nome, genero
orcid.org/0000-0002-8111-1719, Magnos Martinello, 
orcid.org/0000-0002-2407-0981, Carlos Alberto Astudillo Trujillo, 
orcid.org/0000-0003-0158-7432, Renan Moritz Varnier Rodrigues de Almeida, 
orcid.org/0000-0002-8727-4500, Sergio Salles-Filho, 
orcid.org/0000-0002-1310-0997, Peter Schwabe, 
orcid.org/0000-0002-2042-4623, Breno Piva, 
orcid.org/0000-0002-1736-544X, Luciana Zaina, 
orcid.org/0000-0003-1495-5935, Leonardo Castro Botega, 
orcid.org/0000-0003-2483-6382, Roger Immich, 
orcid.org/0000-0001-8273-9439, Luidi Simonetti, 
orcid.org/0000-0003-1766-5757, Andre Gregio, 
orcid.org/0000-0001-8969-4683, Alexandre Braga, 
orcid.org/0000-0002-2347-5215, Jorge Vicente Lopes da Silva, 
orcid.org/0000-0003-1802-7829, Ricardo Ferreira, 
orcid.org/0000-0001-9152-0658, Ricardo Caceffo, 
orcid.org/0000-0001-5968-7108, Torsten Braun, 
orcid.org/0000-0001-8253-2729, Levada, A L M, 
orcid.org/0000-0002-2739-085X, Siovani C Felipussi, 
orcid.org/0000-0002-0323-9207, Antonio Carlos Rodrigues de Amorim, 
orcid.org/0000-0002-4515-2521, Hugo Fernando Salinas Fortes Junior, 
orcid.org/0000-0001-5814-7847, Susana Oliveira Dias, 
orcid.org/0000-0003-0037-5972, Marta Luiza Strambi, 
orcid.org/0000-0002-5227-9221, Juliana de Santi, 
orcid.org/0000-0002-2582-1695, Ricardo Cerri, 
orcid.org/0000-0001-5265-8988, Patrícia Morellato, 
orcid.org/0000-0002-6137-874X, JULIAN GUTIERREZ POSADA, 
orcid.org/0000-0002-6804-1453, Emilia Villani, 
orcid.org/0000-0002-5270-4427, Fabio Gozzo, 
orcid.org/0000-0003-4879-7015, Stanley Oliveira, 
orcid.org/0000-0002-0456-7640, Lin Tzy Li, 
